Date,Close
26/03/2020 16:00:00,"2630,07"
27/03/2020 16:00:00,"2541,47"
30/03/2020 16:00:00,"2626,65"
31/03/2020 16:00:00,"2584,59"
1/04/2020 16:00:00,"2470,5"
2/04/2020 16:00:00,"2526,9"
3/04/2020 16:00:00,"2488,65"
6/04/2020 16:00:00,"2663,68"
7/04/2020 16:00:00,"2659,41"
8/04/2020 16:00:00,"2749,98"
9/04/2020 16:00:00,"2789,82"
13/04/2020 16:00:00,"2761,63"
14/04/2020 16:00:00,"2846,06"
15/04/2020 16:00:00,"2783,36"
16/04/2020 16:00:00,"2799,55"
17/04/2020 16:00:00,"2874,56"
20/04/2020 16:00:00,"2823,16"
21/04/2020 16:00:00,"2736,56"
22/04/2020 16:00:00,"2799,31"
23/04/2020 16:00:00,"2797,8"
24/04/2020 16:00:00,"2836,74"
27/04/2020 16:00:00,"2878,48"
28/04/2020 16:00:00,"2863,39"
29/04/2020 16:00:00,"2939,51"
30/04/2020 16:00:00,"2912,43"
1/05/2020 16:00:00,"2830,71"
4/05/2020 16:00:00,"2842,74"
5/05/2020 16:00:00,"2868,44"
6/05/2020 16:00:00,"2848,42"
7/05/2020 16:00:00,"2881,19"
8/05/2020 16:00:00,"2929,8"
11/05/2020 16:00:00,"2930,32"
12/05/2020 16:00:00,"2870,12"
13/05/2020 16:00:00,2820
14/05/2020 16:00:00,"2852,5"
15/05/2020 16:00:00,"2863,7"
18/05/2020 16:00:00,"2953,91"
19/05/2020 16:00:00,"2922,94"
20/05/2020 16:00:00,"2971,61"
21/05/2020 16:00:00,"2948,51"
22/05/2020 16:00:00,"2955,45"
26/05/2020 16:00:00,"2991,77"
27/05/2020 16:00:00,"3036,13"
28/05/2020 16:00:00,"3029,73"
29/05/2020 16:00:00,"3044,31"
1/06/2020 16:00:00,"3055,73"
2/06/2020 16:00:00,"3080,82"
3/06/2020 16:00:00,"3122,87"
4/06/2020 16:00:00,"3112,35"
5/06/2020 16:00:00,"3193,93"
8/06/2020 16:00:00,"3232,39"
9/06/2020 16:00:00,"3207,18"
10/06/2020 16:00:00,"3190,14"
11/06/2020 16:00:00,"3002,1"
12/06/2020 16:00:00,"3041,31"
15/06/2020 16:00:00,"3066,59"
16/06/2020 16:00:00,"3124,74"
17/06/2020 16:00:00,"3113,49"
18/06/2020 16:00:00,"3115,34"
19/06/2020 16:00:00,"3097,74"
22/06/2020 16:00:00,"3117,86"
23/06/2020 16:00:00,"3131,29"
24/06/2020 16:00:00,"3050,33"
25/06/2020 16:00:00,"3083,76"
26/06/2020 16:00:00,"3009,05"
29/06/2020 16:00:00,"3053,24"
30/06/2020 16:00:00,"3100,29"
1/07/2020 16:00:00,"3115,86"
2/07/2020 16:00:00,"3130,01"
6/07/2020 16:00:00,"3179,72"
7/07/2020 16:00:00,"3145,32"
8/07/2020 16:00:00,"3169,94"
9/07/2020 16:00:00,"3152,05"
10/07/2020 16:00:00,"3185,04"
13/07/2020 16:00:00,"3155,22"
14/07/2020 16:00:00,"3197,52"
15/07/2020 16:00:00,"3226,56"
16/07/2020 16:00:00,"3215,57"
17/07/2020 16:00:00,"3224,73"
20/07/2020 16:00:00,"3251,84"
21/07/2020 16:00:00,"3257,3"
22/07/2020 16:00:00,"3276,02"
23/07/2020 16:00:00,"3235,66"
24/07/2020 16:00:00,"3215,63"
27/07/2020 16:00:00,"3239,41"
28/07/2020 16:00:00,"3218,44"
29/07/2020 16:00:00,"3258,44"
30/07/2020 16:00:00,"3246,22"
31/07/2020 16:00:00,"3271,12"
3/08/2020 16:00:00,"3294,61"
4/08/2020 16:00:00,"3306,51"
5/08/2020 16:00:00,"3327,77"
6/08/2020 16:00:00,"3349,16"
7/08/2020 16:00:00,"3351,28"
10/08/2020 16:00:00,"3360,47"
11/08/2020 16:00:00,"3333,69"
12/08/2020 16:00:00,"3380,35"
13/08/2020 16:00:00,"3373,43"
14/08/2020 16:00:00,"3372,85"
17/08/2020 16:00:00,"3381,99"
18/08/2020 16:00:00,"3389,78"
19/08/2020 16:00:00,"3374,85"
20/08/2020 16:00:00,"3385,51"
21/08/2020 16:00:00,"3397,16"
24/08/2020 16:00:00,"3431,28"
25/08/2020 16:00:00,"3443,62"
26/08/2020 16:00:00,"3478,73"
27/08/2020 16:00:00,"3484,55"
28/08/2020 16:00:00,"3508,01"
31/08/2020 16:00:00,"3500,31"
1/09/2020 16:00:00,"3526,65"
2/09/2020 16:00:00,"3580,84"
3/09/2020 16:00:00,"3455,06"
4/09/2020 16:00:00,"3426,96"
8/09/2020 16:00:00,"3331,84"
9/09/2020 16:00:00,"3398,96"
10/09/2020 16:00:00,"3339,19"
11/09/2020 16:00:00,"3340,97"
14/09/2020 16:00:00,"3383,54"
15/09/2020 16:00:00,"3401,2"
16/09/2020 16:00:00,"3385,49"
17/09/2020 16:00:00,"3357,01"
18/09/2020 16:00:00,"3319,47"
21/09/2020 16:00:00,"3281,06"
22/09/2020 16:00:00,"3315,57"
23/09/2020 16:00:00,"3236,92"
24/09/2020 16:00:00,"3246,59"
25/09/2020 16:00:00,"3298,46"
28/09/2020 16:00:00,"3351,6"
29/09/2020 16:00:00,"3335,47"
30/09/2020 16:00:00,3363
1/10/2020 16:00:00,"3380,8"
2/10/2020 16:00:00,"3348,44"
5/10/2020 16:00:00,"3408,63"
6/10/2020 16:00:00,"3360,95"
7/10/2020 16:00:00,"3419,45"
8/10/2020 16:00:00,"3446,83"
9/10/2020 16:00:00,"3477,13"
12/10/2020 16:00:00,"3534,22"
13/10/2020 16:00:00,"3511,93"
14/10/2020 16:00:00,"3488,67"
15/10/2020 16:00:00,"3483,34"
16/10/2020 16:00:00,"3483,81"
19/10/2020 16:00:00,"3426,92"
20/10/2020 16:00:00,"3443,12"
21/10/2020 16:00:00,"3435,56"
22/10/2020 16:00:00,"3453,49"
23/10/2020 16:00:00,"3465,39"
26/10/2020 16:00:00,"3400,97"
27/10/2020 16:00:00,"3390,68"
28/10/2020 16:00:00,"3271,03"
29/10/2020 16:00:00,"3310,11"
30/10/2020 16:00:00,"3269,96"
2/11/2020 16:00:00,"3310,24"
3/11/2020 16:00:00,"3369,16"
4/11/2020 16:00:00,"3443,44"
5/11/2020 16:00:00,"3510,45"
6/11/2020 16:00:00,"3509,44"
9/11/2020 16:00:00,"3550,5"
10/11/2020 16:00:00,"3545,53"
11/11/2020 16:00:00,"3572,66"
12/11/2020 16:00:00,"3537,01"
13/11/2020 16:00:00,"3585,15"
16/11/2020 16:00:00,"3626,91"
17/11/2020 16:00:00,"3609,53"
18/11/2020 16:00:00,"3567,79"
19/11/2020 16:00:00,"3581,87"
20/11/2020 16:00:00,"3557,54"
23/11/2020 16:00:00,"3577,59"
24/11/2020 16:00:00,"3635,41"
25/11/2020 16:00:00,"3629,65"
27/11/2020 13:00:00,"3638,35"
30/11/2020 16:00:00,"3621,63"
1/12/2020 16:00:00,"3662,45"
2/12/2020 16:00:00,"3669,01"
3/12/2020 16:00:00,"3666,72"
4/12/2020 16:00:00,"3699,12"
7/12/2020 16:00:00,"3691,96"
8/12/2020 16:00:00,"3702,25"
9/12/2020 16:00:00,"3672,82"
10/12/2020 16:00:00,"3668,1"
11/12/2020 16:00:00,"3663,46"
14/12/2020 16:00:00,"3647,49"
15/12/2020 16:00:00,"3694,62"
16/12/2020 16:00:00,"3701,17"
17/12/2020 16:00:00,"3722,48"
18/12/2020 16:00:00,"3709,41"
21/12/2020 16:00:00,"3694,92"
22/12/2020 16:00:00,"3687,26"
23/12/2020 16:00:00,"3690,01"
24/12/2020 13:00:00,"3703,06"
28/12/2020 16:00:00,"3735,36"
29/12/2020 16:00:00,"3727,04"
30/12/2020 16:00:00,"3732,04"
31/12/2020 16:00:00,"3756,07"
4/01/2021 16:00:00,"3700,65"
5/01/2021 16:00:00,"3726,86"
6/01/2021 16:00:00,"3748,14"
7/01/2021 16:00:00,"3803,79"
8/01/2021 16:00:00,"3824,68"
11/01/2021 16:00:00,"3799,61"
12/01/2021 16:00:00,"3801,19"
13/01/2021 16:00:00,"3809,84"
14/01/2021 16:00:00,"3795,54"
15/01/2021 16:00:00,"3768,25"
19/01/2021 16:00:00,"3798,91"
20/01/2021 16:00:00,"3851,85"
21/01/2021 16:00:00,"3853,07"
22/01/2021 16:00:00,"3841,47"
25/01/2021 16:00:00,"3855,36"
26/01/2021 16:00:00,"3849,62"
27/01/2021 16:00:00,"3750,77"
28/01/2021 16:00:00,"3787,38"
29/01/2021 16:00:00,"3714,24"
1/02/2021 16:00:00,"3773,86"
2/02/2021 16:00:00,"3826,31"
3/02/2021 16:00:00,"3830,17"
4/02/2021 16:00:00,"3871,74"
5/02/2021 16:00:00,"3886,83"
8/02/2021 16:00:00,"3915,59"
