Date,Close
9/02/2021 16:00:00,"3911,23"
10/02/2021 16:00:00,"3909,88"
11/02/2021 16:00:00,"3916,38"
12/02/2021 16:00:00,"3934,83"
16/02/2021 16:00:00,"3932,59"
17/02/2021 16:00:00,"3931,33"
18/02/2021 16:00:00,"3913,97"
19/02/2021 16:00:00,"3906,71"
22/02/2021 16:00:00,"3876,5"
23/02/2021 16:00:00,"3881,37"
24/02/2021 16:00:00,"3925,43"
25/02/2021 16:00:00,"3829,34"
26/02/2021 16:00:00,"3811,15"
1/03/2021 16:00:00,"3901,82"
2/03/2021 16:00:00,"3870,29"
3/03/2021 16:00:00,"3819,72"
4/03/2021 16:00:00,"3768,47"
5/03/2021 16:00:00,"3841,94"
8/03/2021 16:00:00,"3821,35"
9/03/2021 16:00:00,"3875,44"
10/03/2021 16:00:00,"3898,81"
11/03/2021 16:00:00,"3939,34"
12/03/2021 16:00:00,"3943,34"
15/03/2021 16:00:00,"3968,94"
16/03/2021 16:00:00,"3962,71"
17/03/2021 16:00:00,"3974,12"
18/03/2021 16:00:00,"3915,46"
19/03/2021 16:00:00,"3913,1"
22/03/2021 16:00:00,"3940,59"
23/03/2021 16:00:00,"3910,52"
24/03/2021 16:00:00,"3889,14"
25/03/2021 16:00:00,"3909,52"
